id,observationID,personID,lat,lon,media,Eventful_Uneventful,Exciting_Monotonous,Pleasant_Unpleasant,Calm_Chaotic,Anxious_Safe,Stressed_Relaxed,Depressed_Cheerful,Detached_Attached,Exhausted_Excited,uncrowded _crowded,accessible_unaccessible,central_remote,green _built-up,clean_polluted,quiet_busy,relaxing_disturbing,mediaType,timestamp,transcription,filename,Unnamed: 0,mediaID,person,vehicles,place_cluster,place_name,avg_r,avg_g,avg_b,brightness,greeness,normalized_greeness,noise,normalized_noise,hour
280,1718886467154,p06,49.7964592,9.935279,p06/1718886467154/media/1718886697758.jpg,3,2,3,3,2,3,4,4,4,4,1,2,4,2,4,4,Image,2024-06-20 14:27:47.154,,1718886697758.jpg,142,1718886697758,0.0,1.0,0,Semmelstr,118.41377916666667,122.27730658333333,118.55493408333334,119.0,0.3088378333333333,0.43677693021712183,-27.217615127563477,1.4457652215804984,5
281,1718886467154,p06,49.7964592,9.935279,p06/1718886467154/media/1718886706465.jpg,3,2,3,3,2,3,4,4,4,4,1,2,4,2,4,4,Image,2024-06-20 14:27:47.154,,1718886706465.jpg,143,1718886706465,1.0,4.0,0,Semmelstr,124.01990433333333,123.73387875,124.636033,124.0,0.118418,0.16747381615848383,-27.217615127563477,1.4457652215804984,5
285,1718879608567,p13,49.800302,9.9323858,p13/1718879608567/media/1718879919161.jpg,2,2,3,3,2,2,3,4,4,2,2,2,2,2,3,3,Image,2024-06-20 12:33:28.567,,1718879919161.jpg,144,1718879919161,0.0,8.0,3,Klinikstr,109.33304708333333,126.0298745,132.60323741666667,122.0,0.19643675,0.2778125973776795,-27.543716430664062,1.4630873095196966,3
286,1718879608567,p13,49.800302,9.9323858,p13/1718879608567/media/1718879953443.jpg,2,2,3,3,2,2,3,4,4,2,2,2,2,2,3,3,Image,2024-06-20 12:33:28.567,,1718879953443.jpg,145,1718879953443,0.0,3.0,3,Klinikstr,95.945245,113.74040675,105.46432625,105.0,0.5404419166666666,0.7643252731524934,-27.543716430664062,1.4630873095196966,3
287,1718879608567,p13,49.800302,9.9323858,p13/1718879608567/media/1718879983815.jpg,2,2,3,3,2,2,3,4,4,2,2,2,2,2,3,3,Image,2024-06-20 12:33:28.567,,1718879983815.jpg,146,1718879983815,1.0,6.0,3,Klinikstr,111.63689108333334,122.85733691666667,124.37876708333333,119.0,0.2757470833333333,0.3899780129744193,-27.543716430664062,1.4630873095196966,3
291,1718880840037,p13,49.7954918,9.9297869,p13/1718880840037/media/1718881222444.jpg,3,2,3,3,3,3,3,4,4,3,2,2,5,4,4,4,Image,2024-06-20 12:54:00.037,,1718881222444.jpg,147,1718881222444,5.0,2.0,2,Katharinengasse/Marienplatz,132.86602666666667,139.85167683333333,142.23507616666666,138.0,0.16299225,0.23051338573323008,-27.574806213378906,1.4647387593761572,4
292,1718880840037,p13,49.7954918,9.9297869,p13/1718880840037/media/1718881237758.jpg,3,2,3,3,3,3,3,4,4,3,2,2,5,4,4,4,Image,2024-06-20 12:54:00.037,,1718881237758.jpg,148,1718881237758,4.0,0.0,2,Katharinengasse/Marienplatz,138.54138666666665,144.32148241666667,143.0854825,141.0,0.10042425,0.14202597900955616,-27.574806213378906,1.4647387593761572,4
293,1718880840037,p13,49.7954918,9.9297869,p13/1718880840037/media/1718881253779.jpg,3,2,3,3,3,3,3,4,4,3,2,2,5,4,4,4,Image,2024-06-20 12:54:00.037,,1718881253779.jpg,149,1718881253779,0.0,0.0,2,Katharinengasse/Marienplatz,119.85385683333334,139.39745483333334,153.73916725,137.0,0.03427408333333333,0.04847245799766269,-27.574806213378906,1.4647387593761572,4
297,1718881973844,p13,49.7914587,9.9315914,p13/1718881973844/media/1718882150735.jpg,4,4,2,2,4,3,4,3,3,2,3,4,4,3,2,2,Image,2024-06-20 13:12:53.844,,1718882150735.jpg,150,1718882150735,0.0,2.0,1,Dommerschulstr,116.28879666666667,131.77362783333334,122.47663608333333,123.0,0.42190475,0.5966829243686862,-25.84148597717285,1.3726669851364448,4
298,1718881973844,p13,49.7914587,9.9315914,p13/1718881973844/media/1718882186133.jpg,4,4,2,2,4,3,4,3,3,2,3,4,4,3,2,2,Image,2024-06-20 13:12:53.844,,1718882186133.jpg,151,1718882186133,1.0,6.0,1,Dommerschulstr,142.21959316666667,147.57976283333332,145.90787258333333,145.0,0.16481866666666667,0.23309641339002315,-25.84148597717285,1.3726669851364448,4
299,1718881973844,p13,49.7914587,9.9315914,p13/1718881973844/media/1718882199650.jpg,4,4,2,2,4,3,4,3,3,2,3,4,4,3,2,2,Image,2024-06-20 13:12:53.844,,1718882199650.jpg,152,1718882199650,0.0,4.0,1,Dommerschulstr,116.2224295,128.35357058333332,122.55838525,122.0,0.3396329166666667,0.48032917839520173,-25.84148597717285,1.3726669851364448,4
303,1718883260779,p13,49.7955244,9.933315,p13/1718883260779/media/1718883260776.jpg,2,2,2,3,4,3,4,2,3,4,2,2,4,2,4,3,Image,2024-06-20 13:34:20.779,,1718883260776.jpg,153,1718883260776,6.0,1.0,4,Eichhornstr,150.66132466666667,152.57399508333333,143.19371708333333,148.0,0.2708121666666667,0.3829987587513218,,,4
304,1718883260779,p13,49.7955244,9.933315,p13/1718883260779/media/1718883270673.jpg,2,2,2,3,4,3,4,2,3,4,2,2,4,2,4,3,Image,2024-06-20 13:34:20.779,,1718883270673.jpg,154,1718883270673,9.0,1.0,4,Eichhornstr,150.73513083333333,147.85650158333334,143.17767408333333,147.0,0.17595325,0.2488436069093191,,,4
305,1718883260779,p13,49.7955244,9.933315,p13/1718883260779/media/1718883283420.jpg,2,2,2,3,4,3,4,2,3,4,2,2,4,2,4,3,Image,2024-06-20 13:34:20.779,,1718883283420.jpg,155,1718883283420,6.0,1.0,4,Eichhornstr,143.64197066666668,144.42224933333333,138.22663091666666,142.0,0.32126525,0.4543525259387032,,,4
309,1718883686306,p13,49.79674,9.9354317,p13/1718883686306/media/1718883944658.jpg,4,4,2,3,4,4,4,3,3,3,2,3,4,3,3,3,Image,2024-06-20 13:41:26.306,,1718883944658.jpg,156,1718883944658,0.0,0.0,0,Semmelstr,115.065385,120.60732033333333,125.17276941666667,120.0,0.149509,0.21144456738028644,-27.32636260986328,1.4515417500201366,4
310,1718883686306,p13,49.79674,9.9354317,p13/1718883686306/media/1718883955123.jpg,4,4,2,3,4,4,4,3,3,3,2,3,4,3,3,3,Image,2024-06-20 13:41:26.306,,1718883955123.jpg,157,1718883955123,4.0,8.0,0,Semmelstr,148.416067,147.76716733333333,144.27086983333334,146.0,0.07855425,0.1110961173383065,-27.32636260986328,1.4515417500201366,4
311,1718883686306,p13,49.79674,9.9354317,p13/1718883686306/media/1718883963128.jpg,4,4,2,3,4,4,4,3,3,3,2,3,4,3,3,3,Image,2024-06-20 13:41:26.306,,1718883963128.jpg,158,1718883963128,3.0,6.0,0,Semmelstr,148.1221635,147.99311583333332,144.65359233333334,146.0,0.12791591666666666,0.180906337816694,-27.32636260986328,1.4515417500201366,4
315,1718881820023,p14,49.8000617,9.9301117,p14/1718881820023/media/1718882062285.jpg,3,3,4,4,3,3,3,4,3,4,2,3,2,4,3,3,Image,2024-06-20 13:10:20.023,,1718882062285.jpg,159,1718882062285,0.0,1.0,3,Klinikstr,93.81884641666667,113.73037633333334,101.90731316666667,103.0,0.5878409166666667,0.8313597730773021,-22.294275283813477,1.1842436486302337,4
316,1718881820023,p14,49.8000617,9.9301117,p14/1718881820023/media/1718882073240.jpg,3,3,4,4,3,3,3,4,3,4,2,3,2,4,3,3,Image,2024-06-20 13:10:20.023,,1718882073240.jpg,160,1718882073240,9.0,0.0,3,Klinikstr,128.29232808333333,135.92717483333334,128.336876,130.0,0.391738,0.5540193027604936,-22.294275283813477,1.1842436486302337,4
317,1718881820023,p14,49.8000617,9.9301117,p14/1718881820023/media/1718882085284.jpg,3,3,4,4,3,3,3,4,3,4,2,3,2,4,3,3,Image,2024-06-20 13:10:20.023,,1718882085284.jpg,161,1718882085284,0.0,0.0,3,Klinikstr,119.13683958333333,125.7719965,129.52953033333333,124.0,0.03654325,0.051681649177772924,-22.294275283813477,1.1842436486302337,4
321,1718882810423,p14,49.7956383,9.9304,p14/1718882810423/media/1718883023407.jpg,2,2,2,2,4,4,4,4,4,2,4,3,4,3,2,3,Image,2024-06-20 13:26:50.423,,1718883023407.jpg,162,1718883023407,0.0,0.0,2,Katharinengasse/Marienplatz,95.28286958333334,113.461,131.38584733333334,113.0,0.010158833333333334,0.014367229526350254,-29.728174209594727,1.5791229382839005,4
322,1718882810423,p14,49.7956383,9.9304,p14/1718882810423/media/1718883036834.jpg,2,2,2,2,4,4,4,4,4,2,4,3,4,3,2,3,Image,2024-06-20 13:26:50.423,,1718883036834.jpg,163,1718883036834,2.0,0.0,2,Katharinengasse/Marienplatz,125.62692925,128.84926458333334,130.82793083333334,128.0,0.17681416666666666,0.25006116673604395,-29.728174209594727,1.5791229382839005,4
323,1718882810423,p14,49.7956383,9.9304,p14/1718882810423/media/1718883061520.jpg,2,2,2,2,4,4,4,4,4,2,4,3,4,3,2,3,Image,2024-06-20 13:26:50.423,,1718883061520.jpg,164,1718883061520,0.0,0.0,2,Katharinengasse/Marienplatz,122.54030708333333,127.43081008333333,135.97048125,128.0,0.055099916666666665,0.07792559673513412,-29.728174209594727,1.5791229382839005,4
327,1718883841112,p14,49.7915333,9.9311294,p14/1718883841112/media/1718883976880.jpg,2,5,5,5,2,1,3,2,1,3,3,3,5,3,5,5,Image,2024-06-20 13:44:01.112,,1718883976880.jpg,165,1718883976880,1.0,2.0,1,Dommerschulstr,140.66336341666667,146.89152958333332,146.8100755,144.0,0.1763175,0.24935875103889166,-18.82575035095215,1.0,4
328,1718883841112,p14,49.7915333,9.9311294,p14/1718883841112/media/1718883988355.jpg,2,5,5,5,2,1,3,2,1,3,3,3,5,3,5,5,Image,2024-06-20 13:44:01.112,,1718883988355.jpg,166,1718883988355,0.0,0.0,1,Dommerschulstr,126.98653141666666,143.249306,138.50365591666667,136.0,0.36874083333333335,0.5214953345926532,-18.82575035095215,1.0,4
329,1718883841112,p14,49.7915333,9.9311294,p14/1718883841112/media/1718884003717.jpg,2,5,5,5,2,1,3,2,1,3,3,3,5,3,5,5,Image,2024-06-20 13:44:01.112,,1718884003717.jpg,167,1718884003717,0.0,3.0,1,Dommerschulstr,138.36644766666666,140.72755216666667,136.53558816666666,138.0,0.084596,0.11964072144220557,-18.82575035095215,1.0,4
333,1718884745433,p14,49.7954551,9.933162,p14/1718884745433/media/1718885074486.jpg,3,3,3,4,3,3,3,2,3,4,3,3,4,3,3,3,Image,2024-06-20 13:59:05.433,,1718885074486.jpg,168,1718885074486,9.0,0.0,4,Eichhornstr,157.266203,156.50252575,149.67621825,154.0,0.28005341666666667,0.39606828706268143,-29.2597713470459,1.5542419718513918,5
334,1718884745433,p14,49.7954551,9.933162,p14/1718884745433/media/1718885101801.jpg,3,3,3,4,3,3,3,2,3,4,3,3,4,3,3,3,Image,2024-06-20 13:59:05.433,,1718885101801.jpg,169,1718885101801,3.0,10.0,4,Eichhornstr,125.51055091666667,123.57269158333334,122.84419516666667,123.0,0.04837358333333333,0.06841281394799578,-29.2597713470459,1.5542419718513918,5
335,1718884745433,p14,49.7954551,9.933162,p14/1718884745433/media/1718885127386.jpg,3,3,3,4,3,3,3,2,3,4,3,3,4,3,3,3,Image,2024-06-20 13:59:05.433,,1718885127386.jpg,170,1718885127386,1.0,0.0,4,Eichhornstr,147.398288,138.319603,137.03052391666668,140.0,0.15963825,0.2257699583877627,-29.2597713470459,1.5542419718513918,5
339,1718885592649,p14,49.7962933,9.9357783,p14/1718885592649/media/1718885761617.jpg,3,3,1,1,4,4,3,3,3,1,3,3,3,2,1,2,Image,2024-06-20 14:13:12.649,,1718885761617.jpg,171,1718885761617,0.0,0.0,0,Semmelstr,86.4435415,129.78003041666668,121.68723983333334,112.0,0.6026859166666667,0.8523544597032601,-33.49049377441406,1.778972585425803,5
340,1718885592649,p14,49.7962933,9.9357783,p14/1718885592649/media/1718885804029.jpg,3,3,1,1,4,4,3,3,3,1,3,3,3,2,1,2,Image,2024-06-20 14:13:12.649,,1718885804029.jpg,172,1718885804029,0.0,0.0,0,Semmelstr,157.23441358333332,149.43997033333332,142.019543,149.0,0.04921908333333333,0.06960857060291309,-33.49049377441406,1.778972585425803,5
341,1718885592649,p14,49.7962933,9.9357783,p14/1718885592649/media/1718885818053.jpg,3,3,1,1,4,4,3,3,3,1,3,3,3,2,1,2,Image,2024-06-20 14:13:12.649,,1718885818053.jpg,173,1718885818053,0.0,0.0,0,Semmelstr,136.93809441666667,136.70569458333333,133.02292133333333,135.0,0.12728916666666668,0.18001995049147887,-33.49049377441406,1.778972585425803,5
342,1718270298234,p15,49.7996367,9.9334983,p15/1718270298234/media/1718270298229.jpg,2,4,3,3,4,3,5,5,4,1,1,2,4,1,3,3,Image,2024-06-13 11:18:18.234,,1718270298229.jpg,174,1718270298229,0.0,5.0,3,Klinikstr,129.56419141666666,131.91161241666666,122.48635525,127.0,0.21793983333333333,0.3082235435599088,-42.23200607299805,2.2433106402508987,2
343,1718270298234,p15,49.7996367,9.9334983,p15/1718270298234/media/1718270318319.jpg,2,4,3,3,4,3,5,5,4,1,1,2,4,1,3,3,Image,2024-06-13 11:18:18.234,,1718270318319.jpg,175,1718270318319,0.0,0.0,3,Klinikstr,114.81923725,119.39188766666666,108.119994,114.0,0.35687966666666665,0.5047205634788151,-42.23200607299805,2.2433106402508987,2
344,1718270298234,p15,49.7996367,9.9334983,p15/1718270298234/media/1718270330227.jpg,2,4,3,3,4,3,5,5,4,1,1,2,4,1,3,3,Image,2024-06-13 11:18:18.234,,1718270330227.jpg,176,1718270330227,0.0,1.0,3,Klinikstr,136.71855683333334,123.22943825,108.49429525,122.0,0.03315058333333333,0.04688353712031249,-42.23200607299805,2.2433106402508987,2
351,1718271520478,p15,49.7955417,9.9302117,p15/1718271520478/media/1718271861242.jpg,1,2,2,4,4,3,5,5,4,4,1,1,5,1,4,2,Image,2024-06-13 11:38:40.478,,1718271861242.jpg,177,1718271861242,2.0,1.0,2,Katharinengasse/Marienplatz,112.12779216666667,114.94413191666666,121.041668,116.0,0.025723416666666665,0.036379593928299855,-32.80507278442383,1.7425638910995465,2
352,1718271520478,p15,49.7955417,9.9302117,p15/1718271520478/media/1718271878586.jpg,1,2,2,4,4,3,5,5,4,4,1,1,5,1,4,2,Image,2024-06-13 11:38:40.478,,1718271878586.jpg,178,1718271878586,0.0,0.0,2,Katharinengasse/Marienplatz,127.0628975,125.17700383333333,124.401227,125.0,0.0765225,0.10822269500403299,-32.80507278442383,1.7425638910995465,2
353,1718271520478,p15,49.7955417,9.9302117,p15/1718271520478/media/1718271893887.jpg,1,2,2,4,4,3,5,5,4,4,1,1,5,1,4,2,Image,2024-06-13 11:38:40.478,,1718271893887.jpg,179,1718271893887,0.0,0.0,2,Katharinengasse/Marienplatz,131.72450266666667,120.49074825,113.40893441666667,121.0,0.0067665,0.009569588888820795,-32.80507278442383,1.7425638910995465,2
357,1718272511625,p15,49.7913422,9.931114,p15/1718272511625/media/1718273027650.jpg,2,2,3,3,3,2,4,5,3,3,2,2,3,2,4,3,Image,2024-06-13 11:55:11.625,,1718273027650.jpg,180,1718273027650,3.0,0.0,1,Dommerschulstr,137.69013241666667,143.28344566666667,135.52013175,138.0,0.386071,0.546004692513993,-24.722963333129883,1.3132524798343281,3
358,1718272511625,p15,49.7913422,9.931114,p15/1718272511625/media/1718273041933.jpg,2,2,3,3,3,2,4,5,3,3,2,2,3,2,4,3,Image,2024-06-13 11:55:11.625,,1718273041933.jpg,181,1718273041933,0.0,2.0,1,Dommerschulstr,136.75443141666668,129.98044933333333,123.93838341666667,130.0,0.06908766666666667,0.09770790915360796,-24.722963333129883,1.3132524798343281,3
359,1718272511625,p15,49.7913422,9.931114,p15/1718272511625/media/1718273055239.jpg,2,2,3,3,3,2,4,5,3,3,2,2,3,2,4,3,Image,2024-06-13 11:55:11.625,,1718273055239.jpg,182,1718273055239,1.0,2.0,1,Dommerschulstr,126.08968025,117.46447808333333,106.70118775,116.0,0.10532816666666667,0.14896139117907312,-24.722963333129883,1.3132524798343281,3
363,1718273594943,p15,49.7951983,9.9340783,p15/1718273594943/media/1718273745377.jpg,1,2,3,4,2,2,3,5,2,5,1,2,5,2,5,5,Image,2024-06-13 12:13:14.943,,1718273745377.jpg,183,1718273745377,4.0,2.0,4,Eichhornstr,112.54512016666666,115.02344783333334,113.0160105,113.0,0.14410475,0.20380155389437649,-24.943450927734375,1.3249645014267817,3
364,1718273594943,p15,49.7951983,9.9340783,p15/1718273594943/media/1718273762837.jpg,1,2,3,4,2,2,3,5,2,5,1,2,5,2,5,5,Image,2024-06-13 12:13:14.943,,1718273762837.jpg,184,1718273762837,10.0,0.0,4,Eichhornstr,128.71561175,128.96212041666666,122.57636575,126.0,0.2018945,0.2855312737625109,-24.943450927734375,1.3249645014267817,3
365,1718273594943,p15,49.7951983,9.9340783,p15/1718273594943/media/1718273778129.jpg,1,2,3,4,2,2,3,5,2,5,1,2,5,2,5,5,Image,2024-06-13 12:13:14.943,,1718273778129.jpg,185,1718273778129,6.0,0.0,4,Eichhornstr,136.70914991666666,133.09327766666667,124.76898891666667,131.0,0.13104083333333333,0.18532578181459902,-24.943450927734375,1.3249645014267817,3
369,1718274113238,p15,49.79649,9.9351467,p15/1718274113238/media/1718274556755.jpg,2,2,4,4,2,2,3,5,2,4,1,3,2,2,5,4,Image,2024-06-13 12:21:53.238,,1718274556755.jpg,186,1718274556755,2.0,3.0,0,Semmelstr,128.46596958333333,113.74232625,99.32931308333333,113.0,0.020252416666666665,0.028642178601212206,-25.14275550842285,1.3355513081661157,3
370,1718274113238,p15,49.79649,9.9351467,p15/1718274113238/media/1718274567980.jpg,2,2,4,4,2,2,3,5,2,4,1,3,2,2,5,4,Image,2024-06-13 12:21:53.238,,1718274567980.jpg,187,1718274567980,1.0,10.0,0,Semmelstr,122.42470866666666,119.69504458333333,112.41884341666666,118.0,0.17262016666666666,0.24412976116452037,-25.14275550842285,1.3355513081661157,3
371,1718274113238,p15,49.79649,9.9351467,p15/1718274113238/media/1718274581533.jpg,2,2,4,4,2,2,3,5,2,4,1,3,2,2,5,4,Image,2024-06-13 12:21:53.238,,1718274581533.jpg,188,1718274581533,0.0,0.0,0,Semmelstr,115.2229395,118.71583825,113.72352425,115.0,0.3633179166666667,0.5138259215906086,-25.14275550842285,1.3355513081661157,3
375,1718274066335,p16,49.8001408,9.9320168,p16/1718274066335/media/1718274750475.jpg,3,4,3,3,4,3,4,3,4,2,2,2,2,2,3,4,Image,2024-06-13 12:21:06.335,,1718274750475.jpg,189,1718274750475,0.0,0.0,3,Klinikstr,106.26659508333333,125.44145816666666,107.33799441666666,113.0,0.63088775,0.8922391786733395,-26.77545738220215,1.4222783625114803,3
376,1718274066335,p16,49.8001408,9.9320168,p16/1718274066335/media/1718274765085.jpg,3,4,3,3,4,3,4,3,4,2,2,2,2,2,3,4,Image,2024-06-13 12:21:06.335,,1718274765085.jpg,190,1718274765085,0.0,1.0,3,Klinikstr,120.23182683333333,125.64897166666667,102.43973508333333,116.0,0.4233294166666667,0.5986977731536721,-26.77545738220215,1.4222783625114803,3
377,1718274066335,p16,49.8001408,9.9320168,p16/1718274066335/media/1718274782835.jpg,3,4,3,3,4,3,4,3,4,2,2,2,2,2,3,4,Image,2024-06-13 12:21:06.335,,1718274782835.jpg,191,1718274782835,0.0,2.0,3,Klinikstr,99.94210683333333,121.0431975,95.06512391666666,105.0,0.6610426666666667,0.9348860648739824,-26.77545738220215,1.4222783625114803,3
381,1718275615959,p16,49.7952033,9.9294933,p16/1718275615959/media/1718276528551.jpg,1,2,1,2,5,5,5,5,5,5,2,2,3,2,5,3,Image,2024-06-13 12:46:55.959,,1718276528551.jpg,192,1718276528551,0.0,0.0,2,Katharinengasse/Marienplatz,107.45106625,109.98358583333334,92.35411333333333,103.0,0.5022735833333334,0.7103453339562362,-25.723876953125,1.3664197428297442,4
382,1718275615959,p16,49.7952033,9.9294933,p16/1718275615959/media/1718276540236.jpg,1,2,1,2,5,5,5,5,5,5,2,2,3,2,5,3,Image,2024-06-13 12:46:55.959,,1718276540236.jpg,193,1718276540236,1.0,1.0,2,Katharinengasse/Marienplatz,81.91239958333334,110.68872441666667,101.39288991666666,97.0,0.7070836666666667,1.0,-25.723876953125,1.3664197428297442,4
383,1718275615959,p16,49.7952033,9.9294933,p16/1718275615959/media/1718276549370.jpg,1,2,1,2,5,5,5,5,5,5,2,2,3,2,5,3,Image,2024-06-13 12:46:55.959,,1718276549370.jpg,194,1718276549370,2.0,4.0,2,Katharinengasse/Marienplatz,139.43429541666666,139.17337341666666,139.92644641666666,139.0,0.044984833333333335,0.0636202410747243,-25.723876953125,1.3664197428297442,4
387,1718277151933,p16,49.7914517,9.9317417,p16/1718277151933/media/1718277316937.jpg,5,5,5,5,2,2,3,1,2,4,2,2,5,2,5,5,Image,2024-06-13 13:12:31.933,,1718277316937.jpg,195,1718277316937,1.0,5.0,1,Dommerschulstr,149.67920125,143.34465333333333,140.07252458333335,144.0,0.00438825,0.006206125536299099,-25.879552841186523,1.374689048709159,4
388,1718277151933,p16,49.7914517,9.9317417,p16/1718277151933/media/1718277336123.jpg,5,5,5,5,2,2,3,1,2,4,2,2,5,2,5,5,Image,2024-06-13 13:12:31.933,,1718277336123.jpg,196,1718277336123,0.0,6.0,1,Dommerschulstr,92.64055841666666,114.35665033333333,103.75191808333334,103.0,0.5162803333333333,0.7301545173107756,-25.879552841186523,1.374689048709159,4
389,1718277151933,p16,49.7914517,9.9317417,p16/1718277151933/media/1718277347332.jpg,5,5,5,5,2,2,3,1,2,4,2,2,5,2,5,5,Image,2024-06-13 13:12:31.933,,1718277347332.jpg,197,1718277347332,0.0,3.0,1,Dommerschulstr,135.93002716666666,133.6248965,133.77161775,134.0,0.0443435,0.062713229127529,-25.879552841186523,1.374689048709159,4
393,1718277899537,p16,49.7954733,9.9335122,p16/1718277899537/media/1718278276718.jpg,1,2,2,3,5,4,4,5,4,5,1,1,5,2,5,2,Image,2024-06-13 13:24:59.537,,1718278276718.jpg,198,1718278276718,13.0,0.0,4,Eichhornstr,152.33858591666666,127.25345425,101.73040133333333,127.0,0.025776916666666667,0.0364552568272213,-24.467750549316406,1.2996959001997443,4
394,1718277899537,p16,49.7954733,9.9335122,p16/1718277899537/media/1718278282630.jpg,1,2,2,3,5,4,4,5,4,5,1,1,5,2,5,2,Image,2024-06-13 13:24:59.537,,1718278282630.jpg,199,1718278282630,7.0,0.0,4,Eichhornstr,137.97542333333334,121.46893116666666,96.508392,118.0,0.13854341666666667,0.1959363837659947,-24.467750549316406,1.2996959001997443,4
395,1718277899537,p16,49.7954733,9.9335122,p16/1718277899537/media/1718278297227.jpg,1,2,2,3,5,4,4,5,4,5,1,1,5,2,5,2,Image,2024-06-13 13:24:59.537,,1718278297227.jpg,200,1718278297227,12.0,2.0,4,Eichhornstr,141.5828405,124.48713275,105.37448375,123.0,0.058084666666666666,0.08214680865206428,-24.467750549316406,1.2996959001997443,4
399,1718278547266,p16,49.7966407,9.9356115,p16/1718278547266/media/1718278897681.jpg,2,3,2,3,4,4,4,4,2,4,2,3,5,2,4,4,Image,2024-06-13 13:35:47.266,,1718278897681.jpg,201,1718278897681,1.0,1.0,0,Semmelstr,129.14669858333335,121.4023335,115.78520175,122.0,0.1097975,0.1552821896135818,-27.12889862060547,1.4410527131649429,4
400,1718278547266,p16,49.7966407,9.9356115,p16/1718278547266/media/1718278906742.jpg,2,3,2,3,4,4,4,4,2,4,2,3,5,2,4,4,Image,2024-06-13 13:35:47.266,,1718278906742.jpg,202,1718278906742,3.0,2.0,0,Semmelstr,132.67240125,115.71500566666667,97.47122666666667,115.0,0.034543083333333335,0.04885289388195928,-27.12889862060547,1.4410527131649429,4
401,1718278547266,p16,49.7966407,9.9356115,p16/1718278547266/media/1718278914193.jpg,2,3,2,3,4,4,4,4,2,4,2,3,5,2,4,4,Image,2024-06-13 13:35:47.266,,1718278914193.jpg,203,1718278914193,2.0,8.0,0,Semmelstr,143.8112595,128.04386725,110.68672375,127.0,0.05797008333333333,0.08198475805079172,-27.12889862060547,1.4410527131649429,4
405,1718275541861,p17,49.800025,9.932515,p17/1718275541861/media/1718275704602.jpg,4,4,2,2,5,4,4,2,3,1,1,3,2,2,3,2,Image,2024-06-13 12:45:41.861,,1718275704602.jpg,204,1718275704602,0.0,3.0,3,Klinikstr,133.78015466666668,120.03660508333333,105.8764135,119.0,0.09055041666666666,0.12806181352418924,-23.42084312438965,1.2440855045761878,3
406,1718275541861,p17,49.800025,9.932515,p17/1718275541861/media/1718275727369.jpg,4,4,2,2,5,4,4,2,3,1,1,3,2,2,3,2,Image,2024-06-13 12:45:41.861,,1718275727369.jpg,205,1718275727369,0.0,5.0,3,Klinikstr,127.89522271582244,127.35261340289793,123.84663513332212,126.0,0.08773881539952583,0.12408547889833757,-23.42084312438965,1.2440855045761878,3
407,1718275541861,p17,49.800025,9.932515,p17/1718275541861/media/1718275740319.jpg,4,4,2,2,5,4,4,2,3,1,1,3,2,2,3,2,Image,2024-06-13 12:45:41.861,,1718275740319.jpg,206,1718275740319,0.0,0.0,3,Klinikstr,98.74895333333333,109.73671633333333,87.79332641666667,98.0,0.632469,0.8944754769709006,-23.42084312438965,1.2440855045761878,3
411,1718276440532,p17,49.79552,9.9297165,p17/1718276440532/media/1718276590877.jpg,5,5,3,2,4,4,3,2,2,2,3,4,5,4,3,3,Image,2024-06-13 13:00:40.532,,1718276590877.jpg,207,1718276590877,0.0,1.0,2,Katharinengasse/Marienplatz,147.43812191666666,123.30485091666667,100.32929766666666,123.0,0.05931325,0.08388434466265425,-26.856786727905273,1.4265984742832276,4
412,1718276440532,p17,49.79552,9.9297165,p17/1718276440532/media/1718276600244.jpg,5,5,3,2,4,4,3,2,2,2,3,4,5,4,3,3,Image,2024-06-13 13:00:40.532,,1718276600244.jpg,208,1718276600244,3.0,5.0,2,Katharinengasse/Marienplatz,117.56827983333334,121.30936691666666,123.60042541666667,120.0,0.054539,0.07713231484628645,-26.856786727905273,1.4265984742832276,4
413,1718276440532,p17,49.79552,9.9297165,p17/1718276440532/media/1718276615856.jpg,5,5,3,2,4,4,3,2,2,2,3,4,5,4,3,3,Image,2024-06-13 13:00:40.532,,1718276615856.jpg,209,1718276615856,3.0,0.0,2,Katharinengasse/Marienplatz,129.7538972390427,141.54320553793414,150.3694378614395,140.0,0.02909425361239267,0.04114683308914315,-26.856786727905273,1.4265984742832276,4
417,1718277082309,p17,49.7915056,9.9313222,p17/1718277082309/media/1718277234228.jpg,5,5,2,2,5,5,3,2,3,2,4,2,4,2,2,2,Image,2024-06-13 13:11:22.309,,1718277234228.jpg,210,1718277234228,0.0,4.0,1,Dommerschulstr,108.49707383333333,122.98014466666666,117.73684025,116.0,0.4012541666666667,0.5674776346599247,-28.98522186279297,1.5396582511956547,4
418,1718277082309,p17,49.7915056,9.9313222,p17/1718277082309/media/1718277247254.jpg,5,5,2,2,5,5,3,2,3,2,4,2,4,2,2,2,Image,2024-06-13 13:11:22.309,,1718277247254.jpg,211,1718277247254,0.0,2.0,1,Dommerschulstr,131.279556565784,120.83318214949378,102.85667759495547,118.0,0.319967956034538,0.4525178152437472,-28.98522186279297,1.5396582511956547,4
419,1718277082309,p17,49.7915056,9.9313222,p17/1718277082309/media/1718277255508.jpg,5,5,2,2,5,5,3,2,3,2,4,2,4,2,2,2,Image,2024-06-13 13:11:22.309,,1718277255508.jpg,212,1718277255508,1.0,2.0,1,Dommerschulstr,155.66509691666667,134.0818285,109.68241225,133.0,0.043128,0.06099419634922977,-28.98522186279297,1.5396582511956547,4
